sample_id	total_contig_len	average_contig_len	longest_contig_len	contig_N50_len	contig_N90_len
HSM7J4LF	34983224	371	22563	1048	101
HSM67VFJ	64895587	337	34348	996	101
HSM7CYZB	41774148	287	21756	973	101
CSM79HI3	79038600	380	41402	894	122
HSM5MD79	54458392	296	28246	854	101
CSM5MCWE	60467205	362	22087	799	111
CSM79HI7	69754758	384	39900	781	132
HSM7CYY3	60479775	330	19180	762	101
CSM67UBN	56544873	326	37700	758	101
CSM79HO1	90189708	307	26959	737	101
PSM7J17F	9820644	254	25311	672	101
CSM7KOJE	76865823	339	16667	659	116
CSM7KOJO	73596632	340	43222	659	111
CSM79HNO	37817581	332	33526	582	113
CSM79HIB	79727901	319	34988	582	104
PSM7J1BF	107127779	295	20414	580	101
CSM79HJW	57057024	304	41034	565	101
HSM6XRQY	53638494	284	21210	556	101
HSM7J4QL	74922813	281	33400	554	101
CSM5MCWG	23772947	357	13361	549	143
HSMA33IG	88441409	283	26750	543	101
CSM5MCVN	61805986	299	37997	538	101
HSM67VF3	58873063	273	35935	533	101
HSM7CYYP	39202535	270	29855	531	101
HSMA33R1	97085997	297	34754	529	101
CSM67UBR	45714523	302	18400	527	102
HSM6XRQW	54799130	287	28452	526	101
CSM67UAG	65101692	290	19431	515	101
MSM9VZNZ	102565129	296	20971	514	101
HSM6XRQS	60494370	275	23910	513	101
HSM67VHK	26443970	284	16716	512	101
CSM67UEM	81370533	284	18358	509	101
CSM7KOKD	92699387	274	24461	507	101
CSM67UBH	80369389	295	30723	506	101
PSM6XBVO	79092058	275	28772	505	101
CSM7KOJG	93224023	299	70700	503	101
HSM67VFH	48870604	300	16453	497	102
HSM7CYYH	81156800	281	39691	497	101
CSM5MCWC	57983842	285	50357	495	101
HSM6XRQK	81142616	274	33664	490	101
PSM7J1BD	100873409	276	20944	483	101
HSM7CYY7	113995202	279	32718	475	101
HSM7J4ON	61291143	255	36820	472	101
CSM79HNW	31116584	271	20403	471	101
MSM9VZMA	107764832	274	26656	468	101
HSM7CZ14	41455673	273	33707	467	101
PSM7J13Y	107942388	296	28364	466	101
PSMA263S	59404184	284	27270	464	101
PSM7J12B	83030224	275	18958	464	101
MSM9VZNX	104677454	279	39526	463	101
PSMA263M	76900786	286	14918	461	101
CSM79HJY	62483673	278	21961	461	101
HSM7J4OZ	84266650	279	21324	458	101
CSM7KOPU	84790638	271	20200	454	101
MSM6J2QP	114912541	270	32034	452	101
PSM7J16F	80342101	273	24642	451	101
CSM7KOSL	29634367	268	16421	444	101
PSM7J141	91507860	280	25482	442	101
MSM9VZMA_TR	92740740	258	24153	435	101
HSM7J4MW	97037475	273	33326	433	101
CSM67UBF	54764534	276	15795	432	101
HSM7J4PU	68745791	268	21858	431	101
PSM7J1CU	96110226	277	20415	431	101
ESM5MEC9	64501327	262	26993	429	101
PSM7J169	83064046	273	20805	429	101
HSM7J4QF	83176815	268	24152	428	101
HSM7CYZT	35014063	265	45541	428	101
HSM7J4L5	60955104	260	22667	426	101
PSM7J1AU	68669710	262	20065	426	101
HSM6XRQM	98936785	281	39621	425	101
CSM67UEI	141811705	270	33228	423	101
MSM9VZEU	103426932	275	46252	422	101
MSM6J2ON	47513935	240	24425	422	101
HSM7CYXI	39473312	262	21446	414	101
PSMA263U	56390855	276	19172	413	101
HSM6XRQB	122824595	264	25657	413	101
PSM6XBVM	91914429	259	29827	412	101
HSM67VFD	12037855	260	11090	411	101
HSMA33S4	99376326	264	26941	411	101
HSMA33KO	92128196	262	22362	410	101
MSM6J2HT	106752749	251	28986	409	101
MSM9VZEY	134919048	266	38178	409	101
PSM7J18Q	93549475	268	28305	408	101
HSMA33LZ	96312105	268	24795	407	101
HSM7CYZ5	53512739	265	19976	406	101
MSM9VZHX	105487621	258	28729	405	101
MSM6J2LL	134505752	274	31369	403	101
HSM7CYZD	39096358	252	20608	402	101
HSM7J4Q1	135795086	268	22386	401	101
PSM7J1B7	90413350	268	20261	401	101
PSM6XBVI	102803847	256	27215	401	101
CSM7KOPS	113114186	265	27105	399	101
HSM7J4Q9	122617925	266	29783	398	101
PSM7J1AQ	81521893	254	16290	398	101
CSM79HNU	29613121	257	10896	398	101
HSM6XRQU	76824166	261	37576	397	101
PSM7J127	79802473	254	17035	395	101
CSM7KORS	95334537	261	30909	395	101
HSM5MD62	109057040	261	25133	394	101
MSM6J2PK	132194653	260	28305	392	101
MSM5LLER	131517197	258	29631	389	101
MSM6J2HD	43162884	237	28223	386	101
ESM7F5CB	110321331	252	20099	382	101
HSM7CYXE	59981786	252	19312	381	101
MSMB4LXY	190642995	264	24659	381	101
MSM6J2LN	132644171	259	30557	381	101
PSMA2668	74292140	262	24899	380	101
HSM7J4KQ	88293501	251	28077	379	101
PSM7J1B9	100573132	249	21063	379	101
MSM6J2QR	130512583	251	31936	379	101
HSM7J4IP	99466133	256	23977	378	101
HSM5MD73	143449765	258	37388	378	101
PSM7J1CG	100701682	259	44965	377	101
HSM7J4P2	118943994	258	28686	376	101
MSM79H7M	97350615	251	31324	375	101
MSM6J2ML	79374717	253	24575	374	101
CSM7KOST	58845103	259	25383	374	101
MSM9VZMC	87254608	249	18914	373	101
HSM7CYXO	59836857	251	25400	372	101
CSM67UDF	93764865	255	31337	372	101
PSM7J13I	107528681	250	18773	371	101
HSM7J4OX	129704869	264	22442	370	101
ESM7F5AM	144716440	257	18827	370	101
MSM9VZMU	191992066	260	38488	369	101
CSM5MCXL	122139979	254	41509	369	101
HSM7CYX6	136848310	254	33502	368	101
CSM79HLG	120660028	255	56261	368	101
HSMA33JN	122958242	258	27931	367	101
MSM6J2Q9	92281267	249	23876	366	101
PSMA264K	86213543	255	20643	365	101
HSMA33R5	120065389	251	20790	364	101
CSM7KOKF	116123095	254	19676	364	101
HSM7CZ3G	106107051	251	30196	363	101
HSMA33JP	134917508	259	28745	362	101
PSM7J161	70293592	263	28401	361	101
HSM7J4J9	88817023	254	25108	360	101
PSM7J1BR	30103535	240	22813	360	101
HSM5MD6Y	142977076	258	23907	360	101
MSM6J2SK	99380731	251	25492	360	101
MSM6J2OH	41030180	235	31938	359	101
HSM5MD5P	111422763	253	36025	358	101
HSM6XRT8	111192313	259	48843	358	101
PSM7J1AO	75854778	246	20029	358	101
MSM5LLF4	105319788	259	20318	358	101
HSMA33IA	102810009	252	17898	357	101
MSM9VZOW	93430933	258	25141	356	101
CSM9X1XU	85139793	250	23009	356	101
PSMA265L	141187589	256	32276	355	101
CSM7KOSP	56220721	248	16245	355	101
PSMA267J	119585622	250	29655	352	101
MSM6J2IQ	106113010	244	37802	352	101
MSM79HDC	92844338	259	29704	351	101
HSMA33MV	106219941	254	19697	349	101
PSM7J1AS	92143041	248	18950	349	101
HSM6XRQO	86851153	247	30696	348	101
CSM7KOPI	108138326	246	33887	348	101
HSM7J4QB	62978584	250	22039	347	101
MSM79H7C	128590309	247	30752	347	101
HSMA33NC	149985108	251	25988	346	101
HSM7CYXQ	85906232	243	18257	346	101
CSM67UDR_TR	88988011	247	26742	346	101
HSM7J4I9	127724814	243	25732	345	101
MSM9VZMM	139820496	248	23398	344	101
MSM9VZIQ	135189034	254	29752	343	101
PSMA2671	88700419	245	18656	342	101
CSM79HLA	180909842	245	28050	342	101
HSM7J4HM	89710118	247	25981	341	101
PSM7J14L	61791532	258	21409	340	105
PSMA2675	120842259	243	25922	340	101
MSM79H63	98836317	244	23632	340	101
HSM7J4I3	90949192	246	28084	339	101
PSM7J1A2	110229305	252	30980	339	101
PSM7J13Q	98091024	239	19100	338	101
ESM7F5CD	128928726	253	24816	338	101
HSM7J4OP	61712920	243	13741	338	101
MSM9VZI2	93554765	238	45133	337	101
MSM9VZME	96868030	241	17956	336	101
PSM6XBUM	140633797	248	33813	335	101
HSMA33IE	77137917	245	25628	335	101
HSMA33RX_TR	104339742	247	26931	335	101
MSM5LLEP	174289512	247	28177	334	101
MSM9VZIM	100766601	251	35232	334	101
PSM6XBSA	115519087	249	27950	332	101
MSM6J2QF	126254894	244	27421	332	101
MSMB4LZK	105512951	241	23218	332	101
CSM7KOTA	74510656	241	28742	331	101
CSMAE44D	171756462	243	22289	331	101
HSM5MD53	101693177	240	19545	330	101
PSM6XBVS	87319230	236	19125	330	101
HSMA33OD	118463951	245	18377	329	101
HSM7CYYD	134451685	246	37140	328	101
PSMA26A1	114885375	241	24680	328	101
MSM79H7G	129086320	245	40787	327	101
HSM6XRUL	113963964	241	26418	326	101
HSMA33RT	97818467	243	18497	325	101
PSM6XBT7	73213796	244	19795	325	101
MSM5LLDC	98731886	238	33688	325	101
CSM79HP6	170809981	239	28706	325	101
CSM9X21N	103981687	238	31624	325	101
HSMA33KS	207620612	248	35051	324	101
PSM7J1A6	65502228	248	16412	323	101
HSM67VI5	144743500	238	18743	323	101
CSM79HIX	113669752	236	27929	323	101
MSM79HDE	110942584	249	29225	322	101
PSM7J1CI	124354310	246	27292	321	101
CSM5MCYS	128022457	237	20590	321	101
CSM79HJA	111266453	239	17560	321	101
CSM79HP2	192864646	238	23851	321	101
MSM6J2QH	144897900	242	22927	321	101
MSM6J2HL	54785419	232	27717	320	101
HSM7J4KO	77009022	239	19400	319	101
CSM79HOL	163067528	241	34456	318	101
CSM7KORU	88755836	233	19628	318	101
ESM5MEDK	135870852	240	24002	317	101
HSM7J4JF	114401972	240	18707	317	101
HSMA33IK	104264563	237	26437	317	101
HSM7CYX8	139641071	244	33147	317	101
HSM7J4O7	184397256	238	24134	317	101
CSM7KOQX	103592179	246	20760	317	101
MSM79H8D	157824428	237	27399	317	101
HSM5MD7Q	47552848	245	24261	316	101
PSMA267P	113427867	239	25631	316	101
PSM7J13M	96395411	230	27425	315	101
HSM7J4L9	88221533	235	20980	315	101
PSM7J17T	121308600	237	22980	315	101
HSM7J4I7	127772496	236	23030	315	101
MSM6J2HR	142249063	239	28401	315	101
MSMAPC5D	141331709	244	45075	315	101
HSM7J4IC	104518648	240	24727	314	101
HSM7J4PS	110483894	237	22766	314	101
HSM67VGC	123703495	242	30665	314	101
HSM7J4NM	170272516	239	28631	314	101
PSMA264U	117024924	234	20255	314	101
MSM9VZLB	208813311	245	29464	314	101
MSM5LLDS	76279473	231	32848	314	101
CSM7KOOJ	193701070	239	31172	314	101
PSM6XBUG	99339943	239	25031	313	101
HSMA33KE	158895882	237	17282	313	101
HSM7J4IR	125902677	237	19876	313	101
PSM6XBTB	78550246	226	14960	313	101
MSM9VZKE	147989587	241	21536	313	101
CSMAAEUA	172950118	235	23710	313	101
HSM67VDP	34720541	245	13830	312	101
PSM7J1BP	45203103	246	23700	312	101
PSM7J13K	85818515	235	16312	312	101
MSM79H6B	115604214	238	23201	312	101
CSM5MCVL	70280083	244	21854	312	101
MSM79H8F	80101021	235	18332	312	101
HSMA33R7	95634157	235	19702	311	101
HSM7CYZR	158659031	238	34695	311	101
PSM6XBVK	65091947	235	19925	311	101
PSM7J1BB	114397558	238	18358	311	101
CSM5MCXJ	103000339	240	30796	311	101
PSM6XBS4	127899898	241	24787	310	101
HSMA33LX	189685603	239	25892	309	101
CSM7KOKB	73129794	232	21260	309	101
CSM5MCXP	121716323	240	34891	309	101
HSM7CZ2E	124868739	234	15309	308	101
MSM6J2IK	167701296	235	32681	308	101
MSM79H5Q	130268258	238	26858	308	101
PSM7J14R	172169582	239	33722	307	101
HSM67VEK	103912490	241	25097	307	101
ESM5MEDU	116417256	241	30268	307	101
CSM5MCZB	117197659	235	41823	307	101
MSM6J2JN	139935251	233	36034	307	101
CSM67UDR	71291521	236	28800	307	101
CSM7KOLA	166451447	238	29661	306	101
MSM79HDA	70339364	237	26365	306	101
HSM5MD71	112727979	239	18159	305	101
HSM7J4JH	64803369	233	25142	305	101
HSMA33RX	116544660	238	25906	305	101
PSMA264Q	80811600	232	15065	305	101
MSM6J2MB	142706546	235	22615	305	101
MSM9VZJZ	173180106	234	38390	305	101
HSMA33JR	139329587	237	25632	304	101
MSM5LLDQ	124614794	234	26507	304	101
HSM6XRSN	119410263	235	27320	303	101
HSM67VEQ	148602994	237	17358	303	101
CSM7KOPW	79761019	234	18742	303	101
HSM7J4MS	92125780	235	20330	302	101
HSM5MD5D	157936919	237	32072	302	101
ESM718SY	130030777	239	34073	302	101
HSMA33OL	102787401	233	25461	302	101
MSM6J2LT	170784311	235	34885	302	101
CSM79HLE	82453958	233	18907	302	101
PSM7J12D	74213409	236	22738	301	101
MSM9VZIU	140973752	240	35601	301	101
HSM7J4PW	121713242	236	26369	300	101
PSM6XBUK	126223016	236	16148	300	101
PSM6XBUO	118654812	239	36453	300	101
HSM67VHD	90577305	237	21788	300	101
HSMA33JB	146204834	234	20102	300	101
MSM9VZHJ	98664014	237	32157	300	101
MSM9VZFR	122143388	233	21913	300	101
CSM79HMT	159245235	232	39133	300	101
HSM67VEM	128581615	237	32030	299	101
HSMA33Q6	75232211	231	27619	299	101
ESM718UH	104972889	232	26715	299	101
MSMA26BB	202187530	236	22221	299	101
CSMAHYLR	108871906	232	23326	299	101
CSM67UDN	101096697	231	27251	299	101
HSM5MD6A	109374198	233	30423	298	101
PSM7J13E	121270231	235	18203	298	101
CSM67UBZ	126333388	231	49539	298	101
PSM6XBTL	144627297	236	25520	297	101
PSM7J1BV	126917211	230	23743	297	101
PSM7J193	69424635	232	23551	297	101
MSM79H8L	113829428	235	22283	297	101
CSM5MCXH	101835418	232	27042	297	101
HSM6XRUV	108841233	235	20924	296	101
HSM6XRVW	117657439	241	27026	296	101
HSM67VFF	75850760	234	19525	296	101
HSM7J4NU	195939326	231	28559	296	101
MSM5LLGL	104738045	228	28180	296	101
MSM5LLDA	116816736	229	21539	296	101
MSM9VZOY	88070754	234	26182	296	101
HSM5FZBZ	55854651	223	18084	295	101
HSM7J4GP	153618060	235	29533	295	101
MSM6J2IG	131362215	232	22876	295	101
CSM79HG5	72651733	227	18687	295	101
MSM6J2PM	155385369	229	34085	295	101
MSM79HAH	124241457	229	37417	295	101
MSMB4LZR	103564168	237	34133	295	101
MSM9VZIW	103746381	231	14796	295	101
HSMA33M2	136785814	229	24161	294	101
ESM5MEC3	135543593	235	18621	294	101
CSM5MCZ3	143460410	234	32889	294	101
MSMAPC6K	212527240	236	22734	294	101
CSMA8M9R	211486526	230	23166	294	101
CSM79HIN	129151345	231	30445	294	101
CSM67UDJ	105377569	232	22751	294	101
HSM7J4JD	100794574	231	20781	293	101
HSMA33LP	167706829	235	32888	293	101
HSM7CYXG	82777883	231	20923	293	101
HSM67VI3	124503691	229	18188	293	101
HSM7CZ26	131352152	229	17547	293	101
PSM7J12Z	179494206	231	24711	293	101
HSM7J4NC	130947197	235	28769	293	101
MSM6J2OL	71539236	232	23681	293	101
HSM7CYX4	129723126	234	40531	292	101
HSM67VHW	115820838	231	32309	292	101
HSM67VF9	72850644	239	29838	292	101
HSM7CZ38	69996445	236	32475	292	101
PSM7J1AM	86144140	232	26899	292	101
MSM6J2Q7	136455108	232	22201	292	101
CSM9X222	127822916	230	17757	292	101
MSMAPC59	126165611	236	58667	292	101
HSM7J4O5	146886078	230	20973	291	101
PSMB4MBI	100158891	230	19663	291	101
MSM6J2MH	151216329	231	24867	291	101
MSM79HES	200367173	229	28709	291	101
CSM7KOSH	103593903	229	29937	291	101
HSM7CYXS	101756239	232	28943	290	101
PSM6XBUQ	126940747	233	20348	290	101
HSM67VES	167820969	228	23054	290	101
CSM79HIZ	126769052	228	32387	290	101
CSM79HH4	108028680	227	21732	290	101
CSM79HOZ	169172060	229	26387	290	101
CSM79HM7	138543467	231	20432	290	101
CSM5MCUO	178674947	233	30594	290	101
CSM5MCWQ	123853151	226	33700	290	101
HSM6XRR3	79835222	231	25912	289	101
HSM7CZ2A	120149060	225	16975	289	101
CSM79HOX	167046698	226	27527	289	101
MSM9VZMO	155092064	234	30452	289	101
MSM9VZO2	93548080	230	19865	289	101
HSM7CYXC	102857427	232	44694	288	101
PSMA265T	153149834	228	20129	288	101
HSM67VH1	120155649	232	27174	288	101
CSM67UE7	137626487	227	25454	288	101
CSM79HNE	66530791	223	24579	288	101
HSM67VHF	98258652	231	25890	287	101
PSMA2659	124428714	226	23711	287	101
HSM7J4LN	86206335	234	29885	287	101
HSM67VDT	107598397	228	18822	287	101
PSM7J15Q	139610747	231	21633	287	101
MSMA26BX	132922566	230	19451	287	101
MSM9VZKI	154771010	231	35510	287	101
CSM7KOPM	116559177	223	20318	287	101
HSM5MD7S	68515877	229	20541	286	101
HSM67VFZ	162850711	232	27175	286	101
HSM6XRUN	101090098	230	36029	286	101
MSM9VZMW	163740253	230	16709	286	101
HSM67VHQ	94621561	230	21127	285	101
HSM7J4N8	110401235	231	18594	285	101
HSMA33NW	116241597	230	18544	285	101
MSM6J2QB	137682230	229	22231	285	101
MSM79H65	146398128	230	24930	285	101
HSM7CYY9	114547849	229	29349	284	101
HSM7J4Q7	149588403	231	27654	284	101
HSM7J4I5	136618259	224	20202	284	101
CSM79HID	101625582	228	37545	284	101
HSM5MD66	86805589	230	21230	283	101
HSM67VHS	86297936	227	17068	283	101
HSM7CYZJ	167258380	227	21806	283	101
MSM6J2IO	141768388	229	22208	283	101
CSM7KOTK	139941342	226	23009	283	101
MSM5LLDM	105060325	226	21183	283	101
MSM6J2LV	149146444	230	25788	283	101
CSM9X211	149982711	230	19447	283	101
HSM6XRRV	105576491	230	59844	282	101
HSMA33PN	170128410	230	45760	282	101
HSM67VHB	98274990	228	21355	282	101
CSM79HOH	181907253	225	18224	282	101
MSM6J2J1	120293148	223	31092	282	101
CSM7KOTO	91980516	227	30527	282	101
MSM79HB6	156199295	227	32923	282	101
MSM9VZEW	105824700	231	24170	282	101
HSM7J4NA	150084683	227	28192	281	101
PSMA263W	64319709	228	20439	281	101
HSM7J4PO	155406285	233	35659	281	101
HSM7J4J7	99259204	226	24922	281	101
MSM9VZJ3	121849845	225	38096	281	101
CSM7KORI	86596036	228	19128	281	101
CSM7KOTU	121412999	225	20855	281	101
MSM79HEU	130129053	225	21804	281	101
CSM67UFV	170372810	225	21669	281	101
CSM9X21L	95648820	226	23623	281	101
HSM67VHJ	102191440	228	29688	280	101
ESM5MEC5	92084503	224	22481	280	101
MSM79HBN	63366087	225	15945	280	101
CSM67UAU	179666037	228	29527	280	101
CSM7KOL4	179890732	225	25071	280	101
MSM79H5Y	148812786	228	25561	280	101
PSM6XBRK	125380245	226	23055	279	101
HSMA33J7	128554463	229	27378	279	101
HSM7J4RE	151322627	227	25183	279	101
HSMA33OV	117647283	226	20767	279	101
ESM5MEBU	113236942	229	21801	279	101
CSM79HQZ	64964057	226	26771	279	101
MSM9VZOK	105245228	232	19862	279	101
CSM9X1Y3	119916280	225	19455	279	101
CSM5MCXR	96000091	230	29359	279	101
PSM7J163	52078846	233	28565	278	101
HSMA33QY	106483941	228	20929	278	101
HSM5MD7K	117544853	228	45978	278	101
HSM5MD7U	76278727	229	29434	278	101
HSMA33R9	104725753	229	25592	278	101
HSM7CYZV	30153456	231	33469	278	101
PSM7J12F	63285122	225	20987	278	101
MSM6J2QL	129288130	223	17934	278	101
MSMA26AZ_TR	114480577	226	21035	278	101
MSM9VZFL	122014985	226	27316	277	101
MSM9VZHN	125936359	230	32026	277	101
CSM9X22S	122499439	226	19818	277	101
HSM67VD2	101735083	227	23928	276	101
HSM7J4NY	152064554	223	21296	276	101
PSMA266U	87282887	223	25289	276	101
MSM79H69	127871393	226	20028	276	101
MSMA26EJ	90254343	228	30060	276	101
HSM7J4MY	118981254	225	23360	275	101
HSM7J4IS	95423394	224	18295	275	101
PSMA266Y	89813773	222	27211	275	101
PSMA269S	117855470	223	25792	275	101
MSM6J2Q3	119785739	222	26978	275	101
MSMB4LYB	142030206	229	35874	275	101
MSM79H98	163359380	225	20819	275	101
CSM7KON8	132633345	226	27832	275	101
MSM9VZMS	174018919	225	22736	275	101
MSM79H7E	140951456	225	32807	275	101
HSM7J4O1	161168336	226	22867	274	101
PSMB4MC1	138748572	224	27310	274	101
ESM5MEBS	118124335	226	45492	274	101
PSM6XBVQ	106376501	228	26824	274	101
MSM6J2J5	165596890	224	18213	274	101
CSM7KOTC	114028406	223	21354	274	101
HSM6XRST	133650181	229	37431	273	101
PSM6XBSK	110840493	227	22848	273	101
PSM7J18K	75027975	223	21790	273	101
HSM5MD6Q	93981743	225	23859	273	101
PSM6XBT3	63209896	225	39487	273	101
